"ridge" "grridge" "gren1" "gren2" "gren3" "enet1" "enet2" "enet3" "cmcp1" "cmcp2" "cmcp3" "gel1" "gel2" "gel3"
"pred80" 0.593703075991736 0.593314734936177 0.666486267568486 0.602760686068179 0.667077423399587 0.695658097057577 0.68548207314474 0.828198873769014 0.640645103838206 0.602698128025209 0.602698128025209 0.41857453088022 0.401051467193018 0.616999359306678
"pred81" 0.493092991469002 0.493597296458674 0.58580733996862 0.596074012709975 0.557701240610258 0.582448378550962 0.570090980846487 0.558220683374837 0.570395913379865 0.589191299430927 0.589191299430927 0.157794746307563 0.795954951818183 0.978055842383321
"pred82" 0.642256288897941 0.639831741206447 0.700550566005586 0.548234167604314 0.643429595153887 0.719178468617905 0.571684407008219 0.651807636698605 0.57941300326789 0.569780355143552 0.569780355143552 0.800455037868528 0.568019289845139 0.61762191824221
"pred83" 0.705527306477579 0.718371148967472 0.728649345587115 0.769204001976754 0.840412199123961 0.681005995429668 0.656392136109978 0.642685875910377 0.647282275026242 0.594685926690779 0.594685926690779 0.705750962025241 0.972791227004056 0.999649132656031
"pred84" 0.214852703368272 0.203552279218735 0.222740776711044 0.302629328047204 0.343406750395822 0.235248123816238 0.343244023282552 0.301437479479459 0.369279029336356 0.565750277170291 0.565750277170291 0.0677024335489029 0.110923037663996 0.0161654692222803
"pred85" 0.761231123142035 0.762525011720211 0.845280507763344 0.790087039509709 0.85744224927494 0.8429851093695 0.760526347197618 0.825338998319983 0.728534352186403 0.633151602094128 0.633151602094128 0.921362990431162 0.820781180371748 0.984025292898237
"pred86" 0.707250502994739 0.722893885876728 0.780864005674083 0.813620013635162 0.842979510062058 0.726301010379764 0.708803401108803 0.749656230997669 0.693235560500206 0.600793347689118 0.600793347689118 0.804513941898243 0.94315491494064 0.998362925313922
"pred87" 0.880293339172635 0.887008569072006 0.915876985044284 0.869672602155754 0.939023677576713 0.89915085103625 0.827152791738863 0.91534330010491 0.790122563112601 0.61762089110656 0.61762089110656 0.972479515998319 0.9723793759976 0.999893095520338
"pred88" 0.340616274976863 0.331305428947357 0.356133714597201 0.421176006480933 0.471603997353726 0.359240974504894 0.515822032204359 0.597799701885102 0.483147748151282 0.549302967468152 0.549302967468152 0.225611672607566 0.363777547305065 0.361818449493917
"pred89" 0.614024957154727 0.615527691710934 0.614983993505332 0.528638506307908 0.495544562555491 0.651125984559506 0.58078611525275 0.579342389362683 0.588234709165037 0.540903176777987 0.540903176777987 0.892525296477384 0.927417625265451 0.999606021212019
"pred90" 0.38342220238316 0.38271831991302 0.39455485266981 0.443864753543767 0.505815160098346 0.398513054590203 0.386592713159683 0.381259877704433 0.4158679419739 0.569699813045311 0.569699813045311 0.193632248334108 0.680446615605118 0.985201259699321
"pred91" 0.730828221156097 0.73485586285807 0.725398455980903 0.65507282812627 0.738338930838985 0.736825326317815 0.701052747823843 0.771573062732495 0.67622153017184 0.583733997964973 0.583733997964973 0.800569117558134 0.984185707516694 0.999997270067021
"pred92" 0.743412951792711 0.754112877728445 0.800702143208014 0.759276235927033 0.849085529259759 0.793623139742986 0.784517924718162 0.874122558607917 0.715131619933812 0.586239906048839 0.586239906048839 0.852128608926412 0.884066763351656 0.992018332066019
"pred93" 0.402893510511966 0.395919583864513 0.50985255091003 0.61620433734152 0.734002965031184 0.5126866854944 0.580825899899909 0.641096590770812 0.544868253271772 0.551482067321007 0.551482067321007 0.40498456235023 0.739441758873129 0.976322823023744
"pred94" 0.701618239219333 0.704499128284017 0.640928207857002 0.607890173602435 0.440971252228366 0.633658014340831 0.59392566376739 0.413549343676476 0.637745969930804 0.609079363646736 0.609079363646736 0.720051110214564 0.985813433482923 0.9999773355219
"pred95" 0.392512198364806 0.380009509528686 0.399180229247599 0.509328527496386 0.571023142958927 0.376150379639847 0.370164882058677 0.411242139899991 0.393330435571647 0.570344687443226 0.570344687443226 0.251469321342832 0.462492479231489 0.679443299656589
"pred96" 0.635831547068743 0.638890550175627 0.671943545355452 0.778803952371802 0.871304072536851 0.678947229380725 0.687018262364711 0.792400353941738 0.658244410043505 0.568225047235121 0.568225047235121 0.553157931320614 0.963348178694831 0.999980428065634
"pred97" 0.652147027816527 0.665076159211858 0.749918518701956 0.805721704654731 0.91301387281972 0.756188507970057 0.73162944997284 0.825809425646177 0.688401971037758 0.632432718852736 0.632432718852736 0.845877064529942 0.876863610073674 0.929475015266582
"psel1" 3096 3096 312 32 34 317 40 33 56 2 1 1230 1230 1230
