"grridge.1" "grridge.2" "grridge.3" "grridge.4" "grridge.5" "grridge.6" "grridge.7" "grridge.8" "grridge.9" "grridge.10" "gren1.1" "gren1.2" "gren1.3" "gren1.4" "gren1.5" "gren1.6" "gren1.7" "gren1.8" "gren1.9" "gren1.10" "gren2.1" "gren2.2" "gren2.3" "gren2.4" "gren2.5" "gren2.6" "gren2.7" "gren2.8" "gren2.9" "gren2.10" "gren3.1" "gren3.2" "gren3.3" "gren3.4" "gren3.5" "gren3.6" "gren3.7" "gren3.8" "gren3.9" "gren3.10"
"split11" 1.08137105177846 1.04745371032774 1.2383333183563 1.00570253581321 0.801223168245578 0.974547730564027 1.07973433943473 0.950551051440757 1.01403414789689 0.924512151380989 1.06039849759736 1.02262526311546 1.10655016132011 0.974364294785736 0.890097856473312 0.989055710926369 1.05829255768871 0.948387825994116 1.03161811586882 0.937628887233178 1.06483235743128 1.02068805631314 1.1120594169135 0.982838023879146 0.881239967950275 0.987785214042133 1.06932829658219 0.937810592495225 1.03614508531806 0.929946218777352 1.06283736600346 1.01789885618175 1.11178190653002 0.98555339325812 0.87911556094953 0.990000497356144 1.07388595588938 0.934436560203138 1.04047374185564 0.927594481638735
"split12" 1.10241390123446 1.00062888695024 1.05428853168275 0.859208741395095 1.03387431299887 1.09452759326767 0.852527891338839 0.937969244610394 1.1730056799052 0.991500174263794 1.06239244664038 1.00130220057944 1.02467343461148 0.923515269515971 1.0254895905704 1.04009464542702 0.920980267657586 0.959217369130051 1.06565982007879 0.98927384858797 1.0509971556666 1.00786156367038 1.01506319401285 0.924602204225771 1.03522358024218 1.03850185876898 0.922248018064594 0.965152632789773 1.05888579996729 0.992721253505005 1.04386423249498 1.01090335021901 1.0122815527073 0.922369056339831 1.03651266775156 1.04107028613613 0.920700130821856 0.971184426302588 1.05605830209696 0.996112280590646
"split13" 1.02078601449207 0.928482645977858 1.17689300059989 0.997869230274259 0.87887836813234 1.14821433896842 0.927961391750896 1.06282305281156 0.992945186882432 0.945552829943507 1.04564915098036 0.941331104198238 1.05202753684675 0.984654851188749 0.909754593058945 1.11554023621726 0.989385700154745 1.00384082590268 1.01965224937183 0.95417570992016 1.05650390537272 0.939018713738369 1.04918713698097 0.974727084067577 0.90931327761695 1.11822353064944 0.987802021849055 0.998441278313072 1.03148928487768 0.9527731586434 1.06668967249727 0.936219361024815 1.05093833428568 0.969397730010005 0.908608359388424 1.1207962125642 0.984831579813061 0.995225219270607 1.03475426779336 0.951580507105242
"split14" 1.20669114951236 1.56330740670161 0.677419264325576 1.5988976085947 0.814716392210598 0.871668735839303 3.26033412026461 0.91821251046922 0.532234989519805 0.655026072553632 1.04210329870615 1.03685824743716 0.904498353118182 1.12073325190216 0.955082759177698 0.996229345903817 1.2024667441899 0.997899373074883 0.859679128139254 0.929770614629274 1.04917794879716 1.0405195512879 0.893053883103771 1.13195971618608 0.949633141864262 1.00037347958927 1.22259064195198 0.998091360831663 0.850908690761863 0.918198704699727 1.05191603787708 1.0412440475677 0.888483364397777 1.13202340578398 0.950357784796979 1.00040529255859 1.22565043064217 0.999760642726412 0.850124853792235 0.916123258084822
"split15" 0.971288810758314 0.995982023813355 1.03313506941466 0.85993125151373 0.939233321143866 1.09856243265845 1.09340319256465 1.00579037782758 0.946409315853517 1.1180769805464 0.972502551619785 1.02587939696798 1.02474732221528 0.938809339466457 0.974192090558191 1.02431165009357 1.0225479088186 1.02242987434341 0.967454429514116 1.03247304415835 0.963980342106898 1.02878880171127 1.02952432475799 0.935658608270988 0.9779894120533 1.02046751666382 1.03017709229969 1.02207787429669 0.959528844012357 1.03838485771344 0.957230412482062 1.0304224446692 1.03455837876573 0.93435398684591 0.981343803620839 1.02014190870322 1.03429709176087 1.01815231237843 0.952717019977683 1.04447022124944
"split16" 1.10375925004573 2.86050960677204 1.61769703852748 1.61836473266236 0.614320474422333 0.495868381478238 0.292805134793893 1.42948103029866 1.70433857814911 0.84956754528313 0.984032710341686 1.11590526942704 1.06483750908551 1.0462982726317 0.966720101816571 0.929524807439616 0.84472510853762 1.02834504120691 1.07464033814388 0.973486768463282 0.982177121270656 1.15315968605697 1.08414817155422 1.05353298054117 0.956532538500073 0.916921580887452 0.807851426590755 1.03819432277616 1.09166594975357 0.961439847478004 0.98369518096536 1.15747066725469 1.0866908428297 1.05037701614609 0.954404060402946 0.915260775703586 0.807942830360601 1.04118435198631 1.09365382810438 0.956254476843048
"split17" 0.781347405660509 1.10169098968908 0.997822735844641 1.0192538690351 0.908497574256267 1.11609563687889 0.901138905360353 1.16057951500743 0.952976680521897 1.23308419075344 0.800080870527035 1.06179966209193 1.01394990494187 1.0187506123824 0.98323850009145 1.0858282070789 0.933802015837849 1.09915964990401 0.951980039420086 1.09306145491723 0.782818904407718 1.06619255227767 1.01616761321088 1.0238272202178 0.978691355254837 1.09685050497266 0.921973501407789 1.10000226716932 0.955220859061322 1.10813466726752 0.784025653813346 1.06650179103709 1.01478199268793 1.02397052084545 0.976900446336263 1.09822141350269 0.922994466507417 1.09580375353117 0.958445140583726 1.1073829906814
"split18" 1.07116665577311 0.915041525338748 1.11965243992654 0.950767405737371 1.07382744381092 0.948114965936133 0.988738822777934 1.21788667665408 0.887482878517202 0.922873096695828 1.02688038847874 0.994285994136289 1.01685378928966 0.985902571023535 0.981890519334 0.980950382251062 1.02985204984798 1.08421768502552 0.972014502610363 0.93444576547338 1.02659631971103 0.993810593652611 1.02149554395738 0.992669367454089 0.982723759634334 0.97048980340101 1.02509658664748 1.10246423349495 0.962611753199152 0.931499780551883 1.02504734895855 0.99406094938779 1.02352521717229 0.998281261366559 0.983780103679126 0.963536233444089 1.01996251334728 1.11790243888713 0.956714880934805 0.928692293836186
"split19" 1.10743325297635 1.02320487784106 0.916660282902872 1.12743726473794 1.13715815486857 0.874346985433388 0.96682993248234 0.964079140344321 0.891653261339931 1.07956108543948 1.01144662811664 1.0273067543548 0.968604257063908 1.05094318838718 1.04606680704421 0.953809848368277 1.01379345596379 0.984902294085549 0.93520658165722 1.01448193192069 1.02632423741569 1.02452648073277 0.955674683730017 1.05401253127951 1.04439483990528 0.959692012143736 1.00431626918697 0.984134751867293 0.934477213841469 1.0195948357043 1.0357864673952 1.02260954412369 0.950282281206697 1.05074696261726 1.04312167726244 0.962978032634876 1.00247140211775 0.982651071248712 0.933478414326221 1.02335621305437
"split20" 0.929379962039523 1.07027263383231 0.949692166033342 1.08733891797692 0.870727057286296 1.34824483255695 0.833282073869096 1.06620142515038 0.94386840925826 1.07586956685512 0.964327432902378 1.04274606087352 0.973959691184708 1.03219463959557 0.902535656993375 1.15244498429085 0.941802487748068 1.02405204789516 0.978759864801658 1.00746367444183 0.967011743068458 1.04650141795807 0.970364968483945 1.0330678822288 0.903564059461017 1.15959359444629 0.935735110713697 1.0209296443917 0.98124661920738 1.00355973315445 0.967155491148472 1.04834829705557 0.969193207212621 1.02820332831046 0.907895514447502 1.15906772190691 0.93506167541323 1.01875027114887 0.986939358854899 1.00033221055129
"split21" 0.98174684089357 0.974968237835604 0.943559974405387 0.945089251586603 1.09378198639322 1.0532276842397 0.99826747722059 1.01882844520057 0.969856239349971 1.04276349390176 0.977838038919088 0.992268505301512 0.975217709312723 0.992065042735497 1.00232872432795 1.02485463307319 1.00986324173329 1.01122804100093 1.00348728125612 1.01226973559203 0.979481002710598 0.999416619742923 0.96760664708769 0.997736843241594 1.00444832378811 1.02759577207385 1.00716826110494 1.02260375952249 0.996100126516402 0.999531547686283 0.982908665139083 1.00577224158227 0.959577765261968 0.999080910973418 1.00801616089067 1.0307311911972 1.00566077063469 1.02815268357383 0.990089268200399 0.992248365834501
"split22" 0.98684390891124 1.00563507757765 1.09934509727128 1.17161512189644 1.48213332865857 0.771038839552965 0.940711203105132 0.965452270306772 0.931459421692034 0.920679268601716 1.03490329477381 1.00140809231139 1.07192601900794 1.0950213658613 1.19752324164007 0.782071229120051 0.977763110505095 0.993549690365963 0.959864583145922 0.940448239342314 1.03764838400729 1.01201335934257 1.07744361488176 1.10334682325312 1.22280747112621 0.756127569978911 0.969706411402712 0.997105851387008 0.956786268635575 0.935514796991504 1.03661126342421 1.01354971560287 1.07797217636559 1.10000844274677 1.22061422392296 0.757276817040288 0.967580585212796 0.998715539123013 0.957732703555773 0.93729565079611
"split23" 1.00174071525135 0.97728691468696 1.02842812608757 0.918458156651507 1.19993246695116 1.18367974752979 0.981573280285032 1.02621835091301 0.819948404267725 0.974706615607249 1.00162502467806 0.994138525014917 1.00814878446258 0.947419569534103 1.11377656440107 1.08619554158828 0.992700945605436 1.05067129236068 0.86434791810893 0.96428217701107 0.99949779164421 0.994018178794012 1.02018922894696 0.93471158280472 1.11899047576954 1.09643409916558 0.988033494325314 1.05008438344327 0.858670779925651 0.965928898700964 0.997508135756606 0.991452244648302 1.02494957309325 0.930451405476488 1.1182933820817 1.10095533166018 0.984917348316343 1.04906832728124 0.859198176285832 0.970316904978034
"split24" 0.911547120459244 1.50993344179066 0.919820225188838 0.715709106143767 0.950526054945134 0.800860942798719 0.993646218638234 0.843693832135531 2.5397602541561 0.905241949601806 0.941948551453354 1.15871419367047 0.988161287661467 0.872534920463009 0.993704480517849 0.961353454304716 0.994760296405127 0.952238030257889 1.2671232469412 0.927016944321415 0.944292781830928 1.17090498885466 0.97981536954027 0.861008631027616 0.986845249282245 0.958080396267975 0.995235143645491 0.954526137503477 1.28919990058361 0.926143513883688 0.945126149695352 1.17195060062648 0.976303074586669 0.857903535856457 0.988458010768681 0.959142518665511 0.996646992433751 0.954555969599968 1.28784165144528 0.928294012241729
"split25" 1.02951475516206 0.855185197335741 0.818866469786459 1.16293660052794 1.13810482172964 0.97196765075199 0.935614672876802 1.12089372810735 1.26965579150976 0.891967601824259 1.0364240237273 0.925521096243814 0.859910646459785 1.08918558234439 1.0701565108367 0.980601530575738 0.942474582197698 1.06529151821094 1.13843615202959 0.928441966461712 1.04389774657284 0.916909311054777 0.847010289536002 1.09650316388602 1.07221959311258 0.978994960786189 0.938879835295894 1.06832118451853 1.15222769504972 0.927779841512944 1.04466836199413 0.918917478669782 0.847007032763135 1.09808326836977 1.0679614112864 0.980289393077379 0.940616074409526 1.06511345462332 1.15012592243411 0.928950262183964
"split26" 1.4054725482623 1.10561019977172 0.456863327907798 0.521600142847903 0.846592003472221 1.44034275822562 1.95054306653374 1.82479095180809 0.657042529204372 1.43800485397931 1.06506165468563 1.0359534519686 0.838401700726564 0.853569201824734 0.957868045986109 1.07072737495606 1.13964887602195 1.12694746642242 0.909477756674873 1.05834895356456 1.07010301914805 1.04627822194364 0.823497121268125 0.840722663088984 0.951422407999628 1.07805694474186 1.16047814916916 1.13676463817235 0.900230432955315 1.06037693492692 1.06884312296535 1.04763868777654 0.822105289615083 0.844343730453554 0.950703431733136 1.07833549322889 1.16210558286356 1.13667491367893 0.898068440478377 1.05914661652175
"split27" 2.01437389269584 0.602240740625105 2.55632939030413 0.562840882497343 0.186826792304672 4.43026351137437 1.06889528556637 3.82397973137194 0.323091606870719 1.21945271221555 1.07250062205685 0.910077494029186 1.11135345689969 0.947884453019785 0.731886995849319 1.17961837423535 1.00872265256068 1.17486902841791 0.886635705110211 1.07193176786152 1.08925776893769 0.897768382079371 1.13443692079832 0.93847790317183 0.688691896829285 1.21199929594187 1.01566262599644 1.20297813208437 0.86711038247492 1.08594718426247 1.08755974560949 0.899733826591015 1.13536492130558 0.936719812368362 0.689634242795483 1.21321072334808 1.0144881401364 1.20278265056457 0.866094100222827 1.08655391019572
"split28" 0.823733224286939 0.976336111531451 1.03594121661024 0.848063163218489 1.01134044675765 1.11618780334194 1.21707493817374 0.988165372230884 1.0054197904764 1.10793596273017 0.910151885664692 0.986288456600853 1.03697232647075 0.943253217077453 1.00230257676899 1.02314879767525 1.08306162651367 0.983985281815456 1.0180499337712 1.02424976948988 0.913068025693077 0.989165851888164 1.04423683576144 0.942931966394211 0.991506921468861 1.01639997413677 1.0846396246204 0.980799138727968 1.01173054112946 1.03728713671233 0.916841470742817 0.991194205265929 1.04873781215431 0.940354063515356 0.986936066846667 1.01284265837964 1.0849424368821 0.981622958700263 1.0066406278336 1.04173507314234
"split29" 1.00357088576955 1.17232877426062 0.971267696497976 1.06262430592973 0.780503811967615 1.27852967627812 0.922382537301872 0.942877413895491 1.03791266084385 0.990900929719026 1.01373186221262 1.13979736980328 0.968029733640217 1.02337704474574 0.831949381662474 1.13659520279499 0.93701296907899 0.940549777048563 1.05401164758849 0.993965322570722 1.01867607935231 1.16029830735132 0.964535095738767 1.02687368621731 0.810825219453367 1.159207971409 0.929089505521137 0.93045159038331 1.05565436020177 0.99511452587741 1.02053357535163 1.16222301752408 0.966777565255498 1.02571681750595 0.809067595556185 1.16229691636963 0.926671697033922 0.928317487416271 1.05550057921011 0.994975421614136
"split30" 1.00497119833324 1.13282167398702 0.838404724172155 1.01366498379856 0.993971118547679 1.01141193170717 1.19217504975014 1.02797473695472 0.942315831808162 0.930165990021588 1.00915608875457 1.04056024304303 0.914512193505408 1.00017667732752 0.994521193091104 1.00048447387252 1.08176136726901 1.02639188275319 0.992063926183709 0.950128612841506 1.01862666367187 1.04294473731154 0.913602359097816 0.99628317515336 0.993025122865727 0.997228249061928 1.0840451000819 1.02632866946316 0.995866369965961 0.942677260830371 1.02469240076541 1.03866292699163 0.912988685450613 0.997090180891453 0.994337400828869 0.996343549376062 1.08063577092765 1.02723725968695 0.999619749311949 0.939007858706975
"split31" 0.673802505946131 0.826139706318513 0.817505248535971 1.29575722953283 1.91701181954438 1.1485039893119 1.00968206350775 0.803895615192555 0.996992828847005 1.16061101662549 0.851075763971054 0.936118754417409 0.988488000134504 1.07447567587297 1.16420361053696 1.06634869090875 1.0148072115644 0.928488288329555 0.996387343238622 1.01475263108425 0.832810120862071 0.931682214216027 0.990750902517258 1.08679463599849 1.18546142440422 1.07331984373585 1.01756125901042 0.917092105870737 0.99078779657 1.0182946954019 0.833065992513383 0.930146367304829 0.99361630287648 1.08914369046842 1.18678033690755 1.0739291865823 1.01656323026706 0.915345642987151 0.988922615380773 1.0176535245391
"split32" 0.949252451164151 0.925524688445462 1.13864022457099 1.04625184566576 1.19521648424777 0.876748056839432 1.1185826711294 0.772122234325474 1.0424346654957 1.10310771125365 0.967461458516142 0.970259760700452 1.09975354607921 0.992976015147859 1.11411993030357 0.913831832710241 1.05825977094608 0.858792936311518 0.991932063273691 1.06275276548586 0.969514569012005 0.97191072941087 1.1163888592633 0.992546670256766 1.12392529366748 0.905689087345365 1.06199741370231 0.837373072182874 0.988795324242097 1.06978995713715 0.970865828676491 0.974666251755934 1.11780279853531 0.992905003015104 1.12090587838439 0.9038590946375 1.06044824375903 0.837388261256585 0.987583758637021 1.07139806016688
"split33" 0.903141484296274 1.22656085929759 0.807843537853219 1.00281434170095 0.984519176334298 1.21294764785125 1.05269360096342 1.00177157875393 1.08091836798114 0.886379293928351 0.94324382867012 1.12251925448483 0.857537250151136 0.99985729511007 1.0249172288414 1.0986746916148 1.00425743926999 1.00874476295638 1.02833750599308 0.939442559804459 0.939476177606297 1.134554320533 0.839239674843157 0.995060684602144 1.02378807626695 1.11522441962452 1.01560717943387 1.00857563582306 1.03005391892525 0.933096078666656 0.938880396162594 1.13289147240901 0.839629428153065 0.991845775717134 1.02504354355919 1.11657235946964 1.01729420022726 1.00938354137493 1.02855261084764 0.934459968619285
"split34" 6.10917982407559 0.16296128620522 0.393376872344276 0.777312433525441 3.18071215166905 2.78210458944431 1.97127306301884 0.162364970726326 1.16943868893625 2.51053882563632 1.19140261956714 0.853903791714024 0.899836729540297 0.954922583929016 1.07472233067243 1.06114434959575 1.03574282291663 0.869893717720436 1.03504198215939 1.07629301654344 1.19414334101962 0.842752416107671 0.893968001039086 0.949320054568452 1.07998812749214 1.0611533019986 1.05324968728878 0.860937821162941 1.04495030185312 1.07904029739717 1.19396706288875 0.84426752576149 0.895452816497042 0.947163059970262 1.07616790935257 1.0566712328706 1.0598060881598 0.861730277133674 1.04798977768802 1.07549373785814
"split35" 0.856203239412421 1.09077652633588 1.0032488490036 1.13362198947927 1.02076161387268 1.01331478060248 1.10442400573933 0.931243909845444 0.86634124808105 1.06783398692949 0.959722679575211 1.03657608810481 0.9956173402776 1.03192738851433 1.00492642505437 0.981980927241169 1.04201337567247 1.00921735251162 0.941023417525024 1.0017761524725 0.951871816606639 1.03965931992862 1.00526703672307 1.0354095468346 1.00475779570677 0.98006859825846 1.03902102672351 1.00810832030479 0.943854534459889 0.997060235773384 0.946814150883319 1.04409359556635 1.00792863862991 1.03844556160161 1.00651843174597 0.97810075050123 1.03870008933769 1.00636294133231 0.943700956137401 0.995010139264325
"split36" 1.11520400900135 1.18605238505061 0.933971033584613 0.932893068904759 0.895582896311153 0.977778897981694 1.05210798222854 0.947451402337403 0.94184646428485 1.09757624526774 1.06504888946525 1.0813342543573 0.964969106337959 0.975365390025377 0.954730235536296 0.999410203109975 1.02569118892687 0.952270628286596 0.986588862822973 1.00296571666608 1.08271192254724 1.07646144628384 0.964353809906375 0.958379864288807 0.95912797331195 0.995674703703703 1.01194689787779 0.963941677226531 0.996734386866524 0.999492410189525 1.09047532037054 1.07526286685376 0.963697301402563 0.952125445054204 0.961647089459698 0.995141100563095 1.00591387177842 0.969909618549795 1.00030832134285 0.994850371370197
"split37" 3.75463543508246 1.44005916709751 0.534972133095363 1.23366686375358 2.63301051412479 0.25559792553949 0.19474167256426 1.22123756321937 0.887724905494083 4.61648997786166 1.11387128737197 1.06285519128269 0.951278777932181 1.06699746671963 1.06252998266298 0.835587095954783 0.809135384671706 1.02787291673733 0.988910597576161 1.13865188894732 1.14190830921065 1.06683841220875 0.951026526565445 1.0750933388019 1.06431689302366 0.815192910852957 0.788547372653671 1.03397259697182 0.983040543935909 1.15329307802266 1.14702853977047 1.06701503309542 0.950961971840372 1.07595100932885 1.06197477414958 0.814092662120692 0.788328711191863 1.03513777182285 0.981700171464922 1.15176558792421
"split38" 1.01575740651905 0.855324409294219 0.957516136574569 0.989274370940703 1.02070538449598 1.15640584526137 0.912219697817617 1.07715548401122 1.04041769754989 1.04171897332435 1.0054194656883 0.928622218121209 0.985947178738949 0.999090708118179 1.00419728069786 1.02615729926539 1.01265631869861 1.02968770989196 1.01329264487706 0.999060635417165 0.998973978817311 0.920625527112476 0.982267339783004 1.01509811932924 1.01145026465837 1.01588025156335 1.02638703394822 1.03580093300206 1.00732599831543 0.991422567559896 0.997842867653671 0.913744634293108 0.979262996489587 1.01678196349224 1.01655644262497 1.02001980160672 1.02365236424978 1.04004114826861 1.00639410555182 0.991912940911111
"split39" 0.901548488469452 0.901503038943497 0.966283342702577 0.866052965625745 1.09483306164618 1.10945531445419 1.10062570229604 1.08624635517169 1.14116760850957 0.934708234442122 0.952036478428504 0.957616222745627 0.951510398984425 0.897255404233467 1.0716814739108 1.04647250845469 1.03025621534554 1.05563203218263 1.07501118757395 0.981017302618125 0.946801513399087 0.951683767124833 0.949297401605445 0.897385673246282 1.07019367070712 1.05310540204901 1.03284119199396 1.06642772021587 1.08067178317662 0.972340341363092 0.945067675884314 0.95056840436576 0.950088382802358 0.895427710074483 1.06676747440796 1.05404739337039 1.03641782701975 1.06969317444297 1.08182681974373 0.971473008103766
"split40" 0.742269067927475 1.13671784878451 1.02734814998082 0.757005726376078 0.461808991671753 1.80083999381552 0.411666827814195 1.6986736071876 3.19754666142219 1.28237928617228 0.9704631305814 0.978275552630141 0.9956814359196 0.988830287777955 0.89433483019971 1.09248883665616 0.837332681194332 1.08498309600548 1.15455754626481 1.04424578347077 0.970744903564419 0.977133866427515 0.996292641610483 0.990062930760636 0.886298051153974 1.10037753423907 0.821766837441537 1.08667283372655 1.1685006890772 1.05058225185996 0.972096750050295 0.976732798469407 0.996207046439562 0.994091378567508 0.889768614557231 1.09824633073182 0.823133109919942 1.07945096301063 1.16420234253436 1.05241539407742
"split41" 1.08430686296496 1.31545865115399 1.0583900436141 0.841218498332751 1.04716282693059 1.05656516204313 1.08237950218948 0.875691891571348 0.822933749813931 0.997589892637822 1.05337179547697 1.14361526896596 1.05560340917752 0.916477787854159 1.01132144192691 1.03970031623279 1.04556485604104 0.903446586799389 0.873315148042334 0.98850450547715 1.04475944886946 1.15411981008091 1.06122453834956 0.910935618845571 1.01858544993743 1.04527322345869 1.04806343381435 0.896584182622954 0.870660501131299 0.984164142276759 1.04457118698546 1.1536996236101 1.06371869951233 0.91104746802558 1.01972147630092 1.04579917779747 1.04671312568669 0.896538263498844 0.871062987311203 0.981535489528966
