"miRNA"	"precursor"	"geomeanM"	"geomeanMN"	"geomeanP"	"geomeanPN"	"medianM"	"medianMN"	"medianP"	"medianPN"	"maxM"	"maxMN"	"maxP"	"maxPN"	"BFDR_MNminPN"	"BFDR_MNminM"	"BFDR_MminP"	"BFDR_PNminP"	"BFDR_MNminPNcorr"	"logfc_MNminPN"	"logfc_MNminM"	"logfc_MminP"	"logfc_PNminP"	"logfc_MNminPNcorr"
"hsa-let-7a-3p"	"hsa-let-7a-1_3"	169	184	171	196	187	238	186	217	312	330	419	306	0.279600827658836	0.153244914822493	0.747689605359621	0.489237921858639	0.383171088180419	0.0530018294342407	0.1436470664664	-0.00702875891789396	0.00359045266355008	-0.0760746297596504
"hsa-let-7a-5p"	"hsa-let-7a-1_2_3"	88299	92399	89599	105999	85192	102884	86309.5	109377	378384	170194	231982	265677	0.438433402992587	0.454377516133334	0.753064863266252	0.429476493069012	0.706738800993142	-0.0318728947156777	0.00985726721598715	-0.0124024983010933	0.0278861674053718	0.0160007543900929
"hsa-let-7f-1-3p"	"hsa-let-7f-1"	38	36.8	40.9	47.4	39	35	42.5	54	87	56	113	74	0.0124977951526742	0.430951922687047	0.760246166924053	0.414876819676154	0.729687667054572	-0.336711827165422	-0.0176372424056902	-0.000982596456322514	0.0266315927149643	0.117425446142459
"hsa-let-7f-2-3p"	"hsa-let-7f-2"	70.7	75.2	62.7	68.9	81	96	75	70	124	131	154	101	0.00228584777201529	0.410425889405762	0.750376200875703	0.473819189287297	0.650233705438442	0.318826231693326	0.0241446459597445	0.0042587505976956	-0.0114785954914861	-0.102953636177323
"hsa-let-7f-5p"	"hsa-let-7f-1_2"	53799	53699	50299	60099	49458	70221	53150	56188	108601	131677	98410	122099	0.509702344083226	0.449348497972523	0.749082399104292	0.276903629491006	0.593046264665904	0.00249477635465361	0.0112338685109294	0.00872516040216408	0.0702048389206506	0.00394169801313002
"hsa-miR-1"	"hsa-mir-1-1_2"	8.47	15.4	29.4	136	9	10	36	130	125	118	252	1367	1.53630980004942e-05	0.42245205194287	0.0107792678244954	9.40579693746272e-06	0.736556177596637	-2.37610306745957	0.051914736834005	-0.781115636769631	1.5026661622529	0.976032691288943
"hsa-miR-101-3p"	"hsa-mir-101-1_2"	11499	18899	9569	13699	11892	53206	10135	13199	55655	112241	24039	39210	3.53625744583984e-08	8.7074629907577e-08	0.652791190343401	0.196961075591898	0.674847182651932	1.29460446997754	1.34982772951873	0.0331980500457277	0.124506836598997	-1.03897654696403
"hsa-miR-101-5p"	"hsa-mir-101-1"	32.3	52.5	35.5	56.5	30	111	39.5	54	94	248	104	150	0.00356072447187247	5.05723026473645e-08	0.754773246324612	0.00936943818174883	0.000622221171965643	0.566123532816301	1.05305307083122	-0.00183558166795939	0.408401984674742	-0.64371127829104
"hsa-miR-103a-2-5p"	"hsa-mir-103a-2"	3.36	2	2.76	1.6	3	2	3	2	21	8	16	5	0.488992788673114	0.011460304370857	0.395432924164335	0.193560038952369	0.495807564348852	0.00134607783340016	-0.791441910739788	0.0279432942805734	-0.300936929582594	0.0333183076234881
"hsa-miR-103a-3p"	"hsa-mir-103a-1_2"	12699	11599	8529	9829	12506	12309	9522.5	10114	32436	27808	21878	15961	0.114194101937766	0.454657106451477	0.512015808967202	0.490298325353009	0.577682280647571	0.119680041095984	-0.00742133351559735	0.0636830215039959	-0.00338373602835592	0.00935032518786922
"hsa-miR-105-3p"	"hsa-mir-105-1_2"	1.06	0.23	0.6	0.2	0	0	0	0	75	0	25	2	0.0515044385229381	0.0444894748081248	0.578761019880856	0.079015053451679	0.16921388778512	-1.10254526446285	-2.08954009310985	0.0655848896018567	-0.843465288849799	0.789109149117171
"hsa-miR-105-5p"	"hsa-mir-105-1_2"	2.77	0.74	1.31	0.54	0	0	0	1	272	1	116	2	0.017273558171389	0.0104125807830002	0.647597590674386	0.0710017712596885	0.133928463192208	-1.25685596764899	-2.9080498428845	0.0371951505088989	-1.30858900374153	0.87041918582825
"hsa-miR-1185-1-3p"	"hsa-mir-1185-1"	7.78	8.24	9.3	5.2	8	8	12.5	6	46	19	27	12	0.277017864988598	0.449626214085267	0.466357039365742	3.58298205976254e-05	0.239256497520124	0.0977266978568234	-0.0034414791397475	-0.0796683303441184	-0.630046034514386	-0.199708085906266
"hsa-miR-1185-2-3p"	"hsa-mir-1185-2"	1.7	1.93	2.94	1.3	2	2	3	2	11	6	19	5	0.475556354814014	0.389098017440099	0.750276245077914	0.00863245888707194	0.355590912678641	0.0264538661942699	-0.0499362601125068	-0.028701591645078	-0.705673879297634	-0.158822448776458
"hsa-miR-1185-5p"	"hsa-mir-1185-1_2"	7.87	9.3	11.1	12.8	8	10	13	17	47	16	64	30	0.0137552901703223	0.441593040551706	0.15319913694023	0.477454502555533	0.701242292338119	-0.550592039569751	-0.0234592161282147	-0.265422519460907	-0.00664821026619865	0.0535694740579382
"hsa-miR-1233-3p"	"hsa-mir-1233-1_2"	0.0800000000000001	0.11	0.26	0.11	0	0	0	0	1	1	2	2	0.37137636221371	0.380368767987528	0.496818835488224	0.327394190173307	0.453673426304996	-0.0908555404187126	0.00841914740519026	-0.0998313607865241	-0.1172651663602	-0.0784599612188401
"hsa-miR-124-3p"	"hsa-mir-124-1_2_3"	0.21	0.48	0.73	3.42	0	0	0	4	3	1	27	23	2.304778454936e-08	0.321518102384836	0.258410667123683	0.00404541649418943	0.719321682383386	-2.71588274906018	-0.135465142171409	-0.279301402918826	1.01986998608907	0.828056413075904
"hsa-miR-1244"	"hsa-mir-1244-1_2_3"	0.32	0.24	0.26	0.32	0	0	0	0	2	1	16	15	0.100949812610424	0.0323776751287432	0.659069176164786	0.294168107473481	0.692205257729816	-0.911501209754469	-1.06773532244348	-0.0338776928908914	0.104605900283861	0.635306742119137
"hsa-miR-1254"	"hsa-mir-1254-1_2"	6.61	2.86	8.33	2.57	7	2	6	2	45	7	52	6	0.480748637248854	0.000557562160783289	0.228480339521652	0.000348627800831073	0.682362502796498	-0.0175717087184158	-1.09734536081891	-0.0356705520094911	-1.1934092938383	0.0298471402501014
"hsa-miR-1255b-5p"	"hsa-mir-1255b-1_2"	0.35	0.42	0.21	0.56	0	0	0	1	3	3	3	4	0.415572259919903	0.386407575312787	0.706586009342101	0.1238014143668	0.404878075148826	-0.0576617679950719	0.0558652079256217	0.0144649688642017	0.370422590868717	0.132307655875527
"hsa-miR-125b-1-3p"	"hsa-mir-125b-1"	81.5	90	93.5	60.6	82	84	91.5	61	553	723	575	200	0.042257398756811	0.180944589080613	0.623562686411086	0.0210437223993725	0.0808246252076925	0.459662857392191	0.175620765256101	-0.0433133652936596	-0.493319174687452	-0.470039895025712
"hsa-miR-125b-2-3p"	"hsa-mir-125b-2"	179	458	145	129	186	1962	209	110	1231	3598	1285	494	1.32794464406379e-07	1.58220075053985e-07	0.736978972561067	0.109014710193467	0.675384625325235	2.39593408694341	1.9371647103683	0.00667137570647037	-0.313591083463194	-2.23120277595056
"hsa-miR-125b-5p"	"hsa-mir-125b-1_2"	1999	3789	2319	2229	2137	8465	2903	2362	10179	18231	11591	8327	2.37553142614401e-06	3.30147497902041e-07	0.568018738698312	0.424763344450534	4.34062396795954e-05	1.12440055651118	1.37464295204459	-0.0585345404654683	-0.0342416061088977	-1.2768237239122
"hsa-miR-1270"	"hsa-mir-1270-1_2"	1.87	1.78	1.92	1.88	2	3	1.5	2	11	9	9	7	0.468743251331948	0.379146922491924	0.746009530147499	0.473300777627903	0.64658779581897	0.0323535978313389	0.055650216696142	-0.000937636131770112	0.00723656666242355	0.00747867064248198
"hsa-miR-128-1-5p"	"hsa-mir-128-1"	14.8	13	14.8	14.4	14	11	18	18	58	26	57	38	0.456513413809402	0.432360883887264	0.71790422002606	0.281080917176416	0.70591904600733	-0.0382371932626794	-0.0204823689760782	-0.0185378205579618	-0.0746370062117199	0.0312459281978406
"hsa-miR-1283"	"hsa-mir-1283-1_2"	0.25	0.12	0.14	0.03	0	0	0	0	5	4	8	0	0.0908791151822547	0.272935691979808	0.622366005418382	0.205019717557931	0.218076874184584	1.05917540867904	0.183835410853513	-0.0410983809674729	-0.423348804944306	-0.568031398156421
"hsa-miR-128-3p"	"hsa-mir-128-1_2"	463	354	473	394	445	323	470.5	377	1417	684	855	619	0.484883359560564	0.101786024713583	0.729735038038529	0.451953738719794	0.286109084241557	-0.0134219783129504	-0.220366779130876	0.0157024142523306	-0.0160488420239339	0.128736884952472
"hsa-miR-1285-3p"	"hsa-mir-1285-1_2"	56.8	59.4	56.5	64.3	65	61	64.5	68	236	191	351	103	0.506079200860911	0.374834693443459	0.738380827140463	0.361121000636948	0.656637517934067	0.00434472238528394	-0.0499539262432779	-0.00946074843334454	-0.0563816798151015	-0.00844198603145142
"hsa-miR-1285-5p"	"hsa-mir-1285-1"	3.35	2.56	2.78	1.65	4	1	3	1	22	14	16	10	0.474773730323957	0.0380700820000178	0.609567836785852	0.0279526727286734	0.511137564154099	0.0161835656522158	-0.630534374877217	0.049555766323754	-0.514189468711677	0.0233803291321772
"hsa-miR-1289"	"hsa-mir-1289-1_2"	0.11	0.04	0.26	0.05	0	0	0	0	3	1	2	2	0.395299948459679	0.309403918317378	0.694280301345432	0.271915727390539	0.486533862583598	-0.00281243213930016	-0.133301003164583	-0.0167439641326332	-0.186055466473498	-0.0229852201805367
"hsa-miR-129-1-3p"	"hsa-mir-129-1"	0.12	0.14	0.0800000000000001	1.26	0	0	0	1	48	2	2	9	0.000774710364719285	0.310126172588659	0.645617063707408	1.4758867309831e-06	0.733009663814512	-1.61839157510492	0.106913252684752	-0.0308701300843254	2.13373295988938	1.87423725605187
"hsa-miR-129-2-3p"	"hsa-mir-129-2"	0.49	0.5	0.5	2.74	0	0	0	3	254	4	13	10	1.28811677137516e-05	0.348619717949008	0.679914794740067	0.000279931792595064	0.730200460116593	-1.70771144985727	-0.0489064952113855	-0.0382630576290715	1.21330436940391	1.17934455533842
"hsa-miR-129-5p"	"hsa-mir-129-1_2"	1.12	1.45	2.48	11.8	1	1	2	13	369	15	23	26	1.34992513246045e-06	0.338519622942585	0.113917705386213	8.5355253799776e-07	0.73932216872136	-1.71637031363991	0.088320600442554	-0.525340045475297	1.26946822900504	1.26605991540963
"hsa-miR-1302"	"hsa-mir-1302-1_2_3_4_5_6_7_8_9_10_11"	0.0600000000000001	0.18	0.16	0.24	0	0	0	0	1	2	2	2	0.439273181136095	0.0526736749416109	0.411122847414852	0.359508740785829	0.370368604553596	-0.0360810598874168	0.959038501950416	-0.14854819421892	0.0928544088926034	-0.191084840089271
"hsa-miR-133a-3p"	"hsa-mir-133a-1_2"	61.5	159	154	1029	64	104	192.5	664	568	2118	1664	13771	3.71232083391805e-07	0.0139805611551506	0.0124020214134202	3.03236587992176e-07	0.73173337306354	-1.94596250151996	0.816993671680021	-0.74460230355606	1.88290710945216	0.646190953782017
"hsa-miR-133a-5p"	"hsa-mir-133a-1_2"	0.42	0.72	1.35	5	0	1	1	5	5	6	8	52	5.92523542180115e-05	0.337158071098004	0.333997884687095	1.15805832450842e-05	0.72866332421618	-2.03777582639271	0.0845206216281858	-0.217302743454596	1.53464542564024	0.787221108778079
"hsa-miR-135a-3p"	"hsa-mir-135a-1"	0.29	0.18	0.24	0.15	0	0	0	0	3	2	4	2	0.290205097346904	0.265959619705042	0.698969839998758	0.416874085783793	0.579007066201481	0.182488718816824	0.198284262615891	-0.0162880654957218	-0.00684166004447478	0.0520992340447453
"hsa-miR-135a-5p"	"hsa-mir-135a-1_2"	2.75	3.34	1.09	3.04	3	3	1	5	51	990	22	12	0.00124014845516483	0.000416655892369872	0.41726343765402	0.141302455762622	0.63490306301513	2.48855177069872	2.0255682730718	0.133067201191957	0.294638974758317	-0.580506847824452
"hsa-miR-138-1-3p"	"hsa-mir-138-1"	0.4	0.75	0.41	2.06	0	0	0	2	6	22	6	7	0.512348791622894	0.152416600317789	0.735568595030046	4.14997323970904e-06	0.503576990873396	0.00351545437458473	0.396598755744317	0.0120639078058397	1.25463986184339	-0.00401528296124118
"hsa-miR-138-2-3p"	"hsa-mir-138-2"	0.05	0.05	0	0.0800000000000001	0	0	0	0	1	1	1	2	0.398127497443956	0.32081452062809	0.706094469262145	0.261782470124225	0.577084842269798	-0.0439499198251788	0.104834166472764	-0.00206541062605679	0.212976320283215	0.168132358649428
"hsa-miR-138-5p"	"hsa-mir-138-1_2"	11.9	19.3	13.5	65.2	18	19	17.5	60	188	389	222	306	0.501235700585754	0.102605603955716	0.721587797175205	9.07076036554755e-05	0.646930778946127	-0.0118927927449305	0.420733130203137	-0.00694907453195274	1.02069841416212	0.0357913015434755
"hsa-miR-153-3p"	"hsa-mir-153-1_2"	64.4	41.8	84.3	115	64	19	91	123	633	423	475	253	0.0300664353985987	0.0152536440002356	0.727429875750701	0.439635083252499	0.019124627565763	-1.07319843148595	-0.833584433883303	0.0160952446627723	0.0272405627202216	0.918471676944753
"hsa-miR-153-5p"	"hsa-mir-153-2"	0.82	0.49	0.94	1.03	1	0	1	1	7	4	6	4	0.0620669276708463	0.122875365442627	0.7238911890098	0.46761350966652	0.712684336049212	-0.615819683349443	-0.445667133334027	-0.00658386168223339	-0.000814467338014098	0.468008989783825
"hsa-miR-16-1-3p"	"hsa-mir-16-1"	1.55	1.71	1.81	2.41	1	1	2	3	8	5	13	6	0.269209732859622	0.445472825507184	0.530559369772296	0.474856475148018	0.685859991982326	-0.138263517323023	0.000696588928182774	-0.0717636365387727	0.00750338389204871	0.0531509201583801
"hsa-miR-16-2-3p"	"hsa-mir-16-2"	121	138	156	170	113	179	130	180	644	629	378	313	0.497420786229241	0.172452713378951	0.751274357546416	0.18888320911739	0.649989225351221	0.0104415044832465	0.173735015121211	-0.00285593867842679	0.119836614371851	-0.0139565802758337
"hsa-miR-16-5p"	"hsa-mir-16-1_2"	19899	21799	20699	28999	19610	24741	19266.5	32409	43091	118678	39198	44969	0.505307230140749	0.0503957690955876	0.758510051212185	0.00655295453294246	0.600871147266622	-0.00132851129203467	0.274230726283676	0.000121727655174151	0.353314302666616	0.000562872702684347
"hsa-miR-181a-2-3p"	"hsa-mir-181a-2"	552	601	439	554	502	776	443	481	2665	1584	1462	1339	0.229660670636497	0.451019398055088	0.72147719166363	0.488181219572239	0.618618614113033	0.0803205950092471	0.00887708224649521	0.0174425770234697	0.00182330337597226	-0.0187033575390759
"hsa-miR-181a-3p"	"hsa-mir-181a-1"	270	358	246	256	237	342	312	267	1448	1837	1153	603	0.119177883238086	0.312999615127694	0.69550481121649	0.212163685378334	0.153344949129761	0.215885552223358	0.0724874812474472	-0.0228895245058807	-0.129082754212404	-0.28789849452365
"hsa-miR-181a-5p"	"hsa-mir-181a-1_2"	58199	65299	53399	56099	52813	52660	62047.5	51995	201145	339493	153214	120932	0.248225006501966	0.457182259306612	0.741566834963387	0.390954380645933	0.417766041519541	0.0866402204112119	-0.000758524749082062	-0.0042868446296733	-0.0323498162422918	-0.0806186414106902
"hsa-miR-181b-3p"	"hsa-mir-181b-1"	2.6	4.4	4.06	3.03	3	4	4	4	24	24	22	13	0.50301441109456	0.228294782564418	0.341375129598985	0.447438451374749	0.162694280146025	0.0358022951808339	0.18501794973474	-0.119655124693168	-0.0490646482721174	-0.385545888456655
"hsa-miR-181b-5p"	"hsa-mir-181b-1_2"	3189	3049	2729	2769	3116	2088	3221	2823	13756	13697	6406	4942	0.059314728238431	0.254114974683711	0.754167356241409	0.16908254036581	0.598757240182609	0.181071063733209	-0.0944813959492503	0.00335616298392886	-0.1103468812564	-0.00300131765455618
"hsa-miR-194-3p"	"hsa-mir-194-2"	104	119	89.9	336	125	153	161	339	553	300	678	926	0.0156448008501234	0.443813538076083	0.480440044672537	7.50481223798916e-05	0.731988283818358	-0.772919000808353	0.0117836795722507	-0.0808622159021424	0.713387462105527	0.413921968759822
"hsa-miR-194-5p"	"hsa-mir-194-1_2"	15299	15299	14099	51399	20432	24343	18446.5	55554	76193	51928	52212	83672	0.00320328724605856	0.402883689571272	0.713538676400404	2.56136567922057e-06	0.740565078979105	-0.91000131440528	-0.0314521102430866	-0.0167408528588928	0.852619446409003	0.80745812037394
"hsa-miR-196a-3p"	"hsa-mir-196a-2"	1.41	0.57	1.48	0.67	0	0	0	0	66	5	43	8	0.376788226083585	0.0530001982752318	0.656337658860768	0.266489371394576	0.683243260969343	-0.127540801935447	-1.18057827009597	-0.0251899452724597	-0.35983631034465	0.501076454521498
"hsa-miR-196a-5p"	"hsa-mir-196a-1_2"	639	108	569	760	683	6	797.5	831	2330	101	1801	1871	3.3016820929073e-13	3.39241645671923e-15	0.710579249360106	0.480062177996966	0.748053490142099	-4.35945291803494	-3.95207653406452	-0.0192223695251717	-0.0053229912009802	3.84564275631431
"hsa-miR-1972"	"hsa-mir-1972-1_2"	1.21	0.89	1.24	0.63	1	1	1	0	7	3	9	6	0.47372950767604	0.316213612577227	0.715398162751026	0.298227318836785	0.623941294539924	0.0108821294395266	-0.0955296691513397	-0.0147364098554206	-0.125862268205388	0.00294750188422255
"hsa-miR-199a-3p"	"hsa-mir-199a-1_2"	9869	16099	14299	14199	9915	15948	18063	15442	36281	34767	48520	24954	0.45383423666448	0.238919592594787	0.230332366686782	0.255450891353529	0.0723576965291457	0.0235248164844723	0.122857826034655	-0.208056962935681	-0.100655571245017	-0.41406902119303
"hsa-miR-199a-5p"	"hsa-mir-199a-1_2"	1769	2639	2539	2389	1646	3475	2887.5	2403	6102	9538	9955	4752	0.0640650263340435	0.0466098037108925	0.450388911032177	0.408232517578579	0.0387388463971505	0.229667096191596	0.405817421297868	-0.0945995829027279	-0.0344491448854912	-0.513665537369885
"hsa-miR-19b-1-5p"	"hsa-mir-19b-1"	3.37	3.13	1.53	0.9	4	3	3	1	15	6	12	4	0.000697397434577993	0.460377484517552	0.751971825277336	0.000828953600136726	0.657940450152307	1.01291911844525	-0.00527818438377381	0.000715120798507459	-1.18135198848841	-0.68246122399908
"hsa-miR-19b-3p"	"hsa-mir-19b-1_2"	3819	2739	2679	1859	4367	2727	3272	1715	15023	5749	11976	2781	0.00551893788135576	0.0021374839376129	0.181487337359546	0.000168399245606989	0.611895531053497	0.417557924030962	-0.69308459922942	0.238488919074715	-0.649048563768007	-0.0246013201336344
"hsa-miR-218-1-3p"	"hsa-mir-218-1"	0.24	0.4	0.44	0.46	0	0	0	0	5	8	3	4	0.181874012115713	0.0755016948239476	0.735265589726945	0.218399612218649	0.589431612368469	0.348451150257279	0.650131403445627	0.0070098168356721	0.231895033782162	-0.252096066585177
"hsa-miR-218-5p"	"hsa-mir-218-1_2"	120	103	74.8	195	115	103	75	198	831	1621	539	519	0.185840516683345	0.219180535823137	0.570882011705845	0.00102212131493262	0.565498132356205	0.213436885205192	0.162982408621381	0.0695121593896244	0.612984028752308	-0.0122948046057688
"hsa-miR-219a-1-3p"	"hsa-mir-219a-1"	4.45	4.61	4.43	3.92	5	6	5.5	5	19	14	14	10	0.247766513794716	0.425859895032012	0.712951061824244	0.38174813633853	0.555247660417432	0.104801188395965	0.0300612223621245	-0.016470982629271	-0.0432459137464687	-0.0468317731431327
"hsa-miR-219a-5p"	"hsa-mir-219a-1_2"	3.35	3.83	2.83	3.35	4	5	3	4	22	17	27	9	0.128710369564796	0.417882138036407	0.742460946493503	0.472524401190382	0.617949800488339	0.240568567416284	0.0298823321762654	0.00721437037769162	-0.00853828205621277	-0.0962597434696848
"hsa-miR-24-1-5p"	"hsa-mir-24-1"	9.4	16.4	10.9	17.7	9	26	14	19	39	50	24	48	0.122720773207018	6.17256058632075e-06	0.758968729838877	0.0261097878986233	0.0152108461540377	0.178731631193441	0.934440915515668	-0.0119316619609879	0.320852016320984	-0.535737221583268
"hsa-miR-24-2-5p"	"hsa-mir-24-2"	108	82.3	108	87.4	119	59	128.5	84	377	284	389	167	0.423827801481974	0.0336337085287852	0.67615852366004	0.107722843821863	0.707556512114673	-0.0414347658964913	-0.440755100493405	-0.0240464202950682	-0.198323591377366	0.0341037562352766
"hsa-miR-24-3p"	"hsa-mir-24-1_2"	3099	3179	3639	2819	3092	2914	3469	2955	6798	6175	17488	4464	0.511277675091753	0.451857270575261	0.285816911645495	0.0782090160144248	0.551469035351968	-0.00110778317937843	-0.00844173564821742	-0.142945037132233	-0.187369909462441	-0.040267493618319
"hsa-miR-26a-1-3p"	"hsa-mir-26a-1"	2.4	2.53	3.59	3.94	3	4	3	4	23	8	21	15	0.323341338018975	0.242559758074236	0.661745505593338	0.150327678458563	0.68557116649589	-0.0564415985520696	0.116689575208163	-0.024438176705259	0.153794175244811	0.0189808713177724
"hsa-miR-26a-2-3p"	"hsa-mir-26a-2"	22.2	30.4	24.5	42.4	22	40	31	45	82	95	130	105	0.507107747491951	0.0603587247786773	0.729526925658303	0.173883484481711	0.579961915486378	-0.00350939106797794	0.448001584448848	-0.0152945323824716	0.162214143992408	-0.033076517987503
"hsa-miR-26a-5p"	"hsa-mir-26a-1_2"	145999	149999	119999	221999	141158	218344	112611.5	209843	620223	484374	401479	422218	0.508138442179109	0.116657259877285	0.224736012686084	8.76764702754211e-06	0.436717333931998	0.00504620858540569	0.201010391871381	0.182835903545897	0.625944073762363	0.0553902425433416
"hsa-miR-29b-1-5p"	"hsa-mir-29b-1"	8.9	11	12.1	8.71	11	11	15.5	9	33	29	54	22	0.424993255706189	0.185605284490016	0.273223452850996	0.00049675400151104	0.0443516311951308	0.0393735471626913	0.0160449194739213	-0.161758603614081	-0.594885495919151	-0.492253113448372
"hsa-miR-29b-2-5p"	"hsa-mir-29b-2"	5.51	7.63	4.34	10.5	6	10	6	11	21	26	19	24	0.50174306106863	0.0285619194587062	0.436125804848859	1.0841216449507e-05	0.556032849967399	0.0085985045199714	0.61845423603628	0.0296565362971532	0.64982881701906	0.0131151371084164
"hsa-miR-29b-3p"	"hsa-mir-29b-1_2"	623	507	474	542	766	460	626.5	548	2137	802	1880	1274	0.324520462431047	0.0302048632631766	0.737781402473761	0.381438411946894	0.229219560555828	-0.0541407818958615	-0.457129738687311	0.0110895371194598	-0.0436560955082596	0.177197091421903
"hsa-miR-30c-1-3p"	"hsa-mir-30c-1"	27	45.7	29.8	60.3	29	86	31	68	121	214	61	111	0.0217816501995357	1.52762786055932e-07	0.716770173744926	1.94674332623814e-07	0.649030896789617	0.410931930570212	1.25620054290337	0.0170602382484787	0.770457144474208	-0.157407764125354
"hsa-miR-30c-2-3p"	"hsa-mir-30c-2"	16.8	45.6	12.4	33	17	152	18	34	203	546	51	82	7.43526076299398e-08	1.38044790244544e-07	0.0321585957315012	4.92701809666257e-05	0.674307957415866	1.56865889872747	1.90479296741919	0.300701382449469	0.657663565123262	-1.19436675327486
"hsa-miR-30c-5p"	"hsa-mir-30c-1_2"	2429	3919	2579	5779	2478	8590	2691	6204	5455	11695	5504	10615	0.19366068045246	5.73160807171014e-08	0.738779940789314	7.69686486650187e-08	0.26311854508744	0.104854981369458	1.1419773649366	-0.0100756920878152	0.789696472337212	-0.13446993240254
"hsa-miR-3116"	"hsa-mir-3116-1_2"	4.89	3.39	5.81	5.34	6	2	6	6	24	7	22	18	0.00293219881112391	0.00386716373747949	0.750675890907648	0.453536336522845	0.000968516860881664	-0.867455873704786	-0.952747942689163	0.00247884566552483	0.0117599413850952	0.996426334639276
"hsa-miR-3118"	"hsa-mir-3118-1_2_3_4_5_6"	0.15	0.0900000000000001	0.04	0.03	0	0	0	0	3	0	10	1	0.256376012671549	0.0777344478750205	0.607723441143521	0.169960584051243	0.516630851658513	-0.182581077167128	-0.952160558712197	-0.0533202867153152	-0.506104500105211	0.0751797626583512
"hsa-miR-3130-3p"	"hsa-mir-3130-1_2"	0.56	0.72	0.63	0.95	0	0	1	1	5	5	4	9	0.357805963226226	0.223336438431282	0.5420874425593	0.19738720312062	0.649651887429436	-0.0807484210219096	0.225796499020445	-0.0732410706974378	0.222824469740153	0.053992254901435
"hsa-miR-3130-5p"	"hsa-mir-3130-1_2"	2.97	2.47	3.1	2.5	3	3	3	3	11	14	15	6	0.487966704360308	0.426143834741221	0.740672411979226	0.405007461729643	0.6530028928029	0.0120911211555415	-0.0252981210560686	-0.00844367309776354	-0.0392839307077718	-0.00438321358457045
"hsa-miR-3158-3p"	"hsa-mir-3158-1_2"	23.5	13.6	21.1	20	25	12	22	21	56	22	75	35	0.010958575112514	0.00193141605930129	0.752766236123068	0.236429223908271	0.0263424578796207	-0.49413772112003	-0.843624911266398	0.00228617543300124	-0.0958197538481045	0.534217411033651
"hsa-miR-3160-3p"	"hsa-mir-3160-1_2"	0.99	0.73	0.88	0.91	1	1	1	1	5	7	4	3	0.450862106108298	0.433204499055628	0.651272181091506	0.450895458405918	0.48279643076056	0.0372029564404165	-0.00587421790801286	0.0296171332815006	0.0169529866904682	0.0367439442877724
"hsa-miR-3180-3p"	"hsa-mir-3180-1_2_3_4_5"	4.21	2.31	4.71	0.22	1	1	2	0	399	2	210	2	0.146108828436903	0.000466541807562066	0.708172210539923	9.94877045361328e-05	0.206913849467129	0.400865072568138	-2.83447908208425	-0.0191445364078278	-3.12976439214044	-0.481045974628216
"hsa-miR-3180-5p"	"hsa-mir-3180-1_2_3"	1.56	0.82	1.44	0.2	0	0	0.5	0	61	1	41	1	0.246387810272771	0.00542016913939522	0.654109909725459	0.00643988650836357	0.634623997672962	-0.242831762773558	-2.5000384320532	-0.0102985902432855	-2.03296890090304	0.263910922558304
"hsa-miR-3199"	"hsa-mir-3199-1_2"	0.18	0.5	0.16	0.39	0	1	0	0	2	5	3	1	0.0270514595822146	0.000844971947118468	0.685924732380129	0.323557336128946	0.108588738421537	0.844127156210268	1.58014440094741	-0.036364531421679	0.118188938633664	-0.714161230231442
"hsa-miR-3202"	"hsa-mir-3202-1_2"	0.2	0.25	0.18	0.51	0	0	0	0	3	2	4	3	0.270954562047503	0.353236451746942	0.694553532657998	0.112894493244957	0.653998971137157	-0.173526334486633	0.0802323519614992	-0.0178799133492507	0.427312645203813	0.144293083838287
"hsa-miR-320b"	"hsa-mir-320b-1_2"	330	202	220	214	281	138	216.5	202	3204	374	682	464	0.111747831121441	1.01553898845086e-05	0.0429525993595615	0.0368764554231861	0.00192282201576352	-0.162122734426009	-1.16871819319867	0.446184056121587	-0.152291280946511	0.804454899327056
"hsa-miR-320c"	"hsa-mir-320c-1_2"	92.8	57.4	67	60.4	85	42	64	61	666	80	216	117	0.0525955002170047	4.94637491099484e-07	0.119847050661885	0.295645889563481	0.00300958296700786	-0.221564457997227	-1.09144567939367	0.31208073594412	-0.0678984365702339	0.72165565798871
"hsa-miR-320d"	"hsa-mir-320d-1_2"	41	20.9	27	20.7	38	17	24	20	383	31	116	39	0.27744907051274	2.4803624511894e-07	0.0910144359863364	0.0482184441311399	0.00543970910409947	-0.0669706360847304	-1.40508026047554	0.397408355938731	-0.312450896100626	0.823319686091605
"hsa-miR-329-3p"	"hsa-mir-329-1_2"	2.69	2.98	3	3.06	3	3	4	3	30	14	13	7	0.49256770791956	0.438808998250151	0.686364157905484	0.382675176398442	0.613866988817991	0.0106948550821303	0.0310665313797828	-0.0323585068768324	-0.0316760332417308	-0.0228499013994733
"hsa-miR-329-5p"	"hsa-mir-329-1_2"	0.0800000000000001	0.16	0.04	0.18	0	0	0	0	1	1	4	2	0.365520408635828	0.254910903679822	0.538195197203437	0.410558597186226	0.497331034255133	-0.0968837062601981	0.224328666562843	-0.0829943386095585	0.00793476704245626	-0.0357372307104197
"hsa-miR-3688-3p"	"hsa-mir-3688-1_2"	2.34	2.97	2.23	2.51	3	5	2	2	13	18	10	8	0.0677871482063405	0.0722261492930631	0.743746224836313	0.453272864090972	0.633636847027764	0.451717684729687	0.407593803606498	0.0118741352289924	0.0188299795619309	-0.214554581988015
