"miRNA"	"precursor"	"geomeanM"	"geomeanMN"	"geomeanP"	"geomeanPN"	"medianM"	"medianMN"	"medianP"	"medianPN"	"maxM"	"maxMN"	"maxP"	"maxPN"	"BFDR_MNminPN"	"BFDR_MNminM"	"BFDR_MminP"	"BFDR_PNminP"	"BFDR_MNminPNcorr"	"logfc_MNminPN"	"logfc_MNminM"	"logfc_MminP"	"logfc_PNminP"	"logfc_MNminPNcorr"
"hsa-miR-1305"	"hsa-mir-1305"	0.54	0.24	0.48	0.13	0	0	0	0	7	2	4	1	0.213899232597248	0.392949127432694	0.622125384528412	0.0726203535249323	0.475087141003567	0.324023443917163	0.0412685908771617	-0.0471230461213183	-0.665917599345006	-0.073480648770127
"hsa-miR-1322"	"hsa-mir-1322"	0.38	0.19	0.21	0.7	0	0	0	1	31	2	3	5	0.0339261767492205	0.0945707854521438	0.633853793152721	0.0415094266146946	0.0161101797044533	-0.965737180000795	-0.661809904554345	0.0570038978016371	0.681536634167141	1.67412731695839
"hsa-miR-1323"	"hsa-mir-1323"	0.1	0.14	0.04	0	0	0	0	0	1	1	3	0	0.133183765986748	0.332358698476111	0.546698417520613	0.0932803843060968	0.279426699702237	0.626625570104837	0.0749663792467227	-0.0811503402396886	-0.718381640485953	-0.389291295427893
"hsa-miR-133b"	"hsa-mir-133b"	2.35	5.38	5.66	40.5	3	4	8	32	15	115	124	483	0.000143704457467644	0.0569824759300353	0.0929668725438261	7.13211341510898e-07	0.704551738335294	-1.77114869577944	0.673130686923742	-0.537569395706113	1.78408657960853	0.267844009525918
"hsa-miR-137"	"hsa-mir-137"	0.33	0.36	0.42	4.91	0	0	0	8	3	2	3	19	2.35174368720147e-07	0.225817397446605	0.594055362633282	5.1733512254695e-07	0.748522660035368	-3.02340429335281	-0.254042558538125	-0.0447822165813605	2.31577138421281	2.56143982366112
"hsa-miR-147a"	"hsa-mir-147a"	0.12	0.11	0.11	0.67	0	0	0	1	2	1	2	2	0.000456368846278268	0.155721845025639	0.716656427211346	0.000251781054686864	0.0490766322044411	-1.89934132163988	-0.50750083907476	0.0072334553629417	1.41477382023293	1.38001256867402
"hsa-miR-147b"	"hsa-mir-147b"	50.4	26.6	46.8	411	52	5	59.5	481	307	76	405	793	5.11757283823748e-14	7.63422255367317e-09	0.654671190950847	2.0260303814448e-07	0.748288293592344	-4.34916786014098	-2.20031328724222	-0.0356967770639817	1.52559831097177	3.49350784617992
"hsa-miR-151b"	"hsa-mir-151b"	736	831	714	751	776	1018	724.5	779	1681	1677	2498	1274	0.171327566255094	0.30432623943145	0.75436912030747	0.487126121259649	0.649632690452064	0.112294291696384	0.0554461863259876	0.00308054745768673	-0.00356458003860009	-0.0900416954533758
"hsa-miR-1538"	"hsa-mir-1538"	0.44	0.47	0.6	0.34	0	0	1	0	4	1	8	2	0.358864288094591	0.306145684076214	0.465690914179211	0.215910535505126	0.596423854254455	-0.102873433164666	-0.119912763662873	-0.108649363326349	-0.227080502917425	0.0188661332790032
"hsa-miR-1827"	"hsa-mir-1827"	1.08	1.01	0.68	1.1	1	1	1	1	7	7	5	4	0.482557325618584	0.405209676842123	0.302752137545677	0.438002113061899	0.499702645243359	0.0366979017520777	-0.0388790156497552	0.188574438688358	0.0273316370003531	0.0232223142931037
"hsa-miR-184"	"hsa-mir-184"	3.63	3.44	2.01	2.01	3	2	2	2	272	240	96	9	3.1042443293373e-05	0.326781029365799	0.511495308442852	0.00347047594765026	0.644197745395707	2.21009180781015	0.103283466720822	0.0908664171664519	-0.768395719221986	-0.773403054231366
"hsa-miR-190b"	"hsa-mir-190b"	6.64	6.41	4.82	4.22	7	7	5	5	195	130	13	19	0.00019079188681569	0.0239169239088547	0.7598475691602	0.490032400493779	0.626559483404787	1.12478564526196	0.551916325631437	0.00350240561831053	-0.00384474150117015	-0.201532657909281
"hsa-miR-1913"	"hsa-mir-1913"	0.13	0.0800000000000001	0.23	0.03	0	0	0	0	2	1	2	1	0.43163276743899	0.225403249097772	0.645216736291423	0.0881903268563251	0.469518495129734	0.0420444963144256	-0.292441059979013	-0.0395042041630452	-0.657237340351257	-0.0366467997613927
"hsa-miR-1973"	"hsa-mir-1973"	0.19	0.29	0.21	0.22	0	0	0	0	8	1	20	15	0.162813350072779	0.142481300249243	0.464352260447667	0.391559970609892	0.641031823121309	-0.628220908791635	-0.614658104426838	-0.116873490561964	-0.0614698373282803	0.374370441711588
"hsa-miR-1976"	"hsa-mir-1976"	0.15	0.18	0.13	0.24	0	0	0	0	2	2	1	2	0.414076732294737	0.342594626620845	0.71093755296297	0.217985482068881	0.636427003296656	-0.0631530179754205	0.0719019435937781	-0.00668819157317269	0.271769878609515	0.146789123679485
"hsa-miR-203a"	"hsa-mir-203a"	4839	2459	3329	3889	6168	603	4225	3907	41213	8797	20751	8354	0.000562066468170413	6.96586326249065e-06	0.730254336080665	0.268044214191692	5.31070176191511e-05	-1.00822385582409	-1.61746627506558	0.011373314113397	-0.094872546575645	1.27991872771542
"hsa-miR-206"	"hsa-mir-206"	0.03	0.05	0.16	0	0	0	0	0	1	1	2	0	0.254129155344388	0.362289679141682	0.545872902595756	0.12204521406503	0.316916848525107	0.264094313950496	0.0301607771586428	-0.0811319193852918	-0.584527627090775	-0.298423493772092
"hsa-miR-2110"	"hsa-mir-2110"	15.6	13.8	13.2	15.3	17	14	18	18	68	45	36	38	0.499203691312156	0.445749612194092	0.75316491577265	0.489502566339561	0.708913450143185	-0.0121279950224741	-0.0178165439015066	-0.00276135559748457	-0.00231711721129866	0.0240723929709164
"hsa-miR-217"	"hsa-mir-217"	1.21	1.88	1.26	0.95	1	3	1	1	103	67	15	9	0.0244656872596436	0.0283285016152395	0.734557682173409	0.40412362163503	0.0202165570965432	1.39842386668163	1.12705959175841	-0.0340278905450871	-0.13269858675779	-1.3881146787262
"hsa-miR-2278"	"hsa-mir-2278"	0.73	0.39	0.59	0.33	1	0	0.5	0	4	2	6	2	0.356746464447507	0.03726881327606	0.733441289039168	0.161551942642175	0.374821085211018	-0.102598201137724	-0.866661877679707	0.00733888327471088	-0.306407315508798	0.192913821188169
"hsa-miR-2392"	"hsa-mir-2392"	0.18	0.0600000000000001	0.04	0.0600000000000001	0	0	0	0	5	0	2	1	0.282600563091013	0.0686318187571881	0.655043431372606	0.187183090566944	0.336081325474807	-0.165531970057895	-1.07768976998727	0.0399962767801476	-0.369261197940835	0.321680337800429
"hsa-miR-23c"	"hsa-mir-23c"	2.29	3.91	1.76	4.31	2	4	2	3	17	43	21	31	0.462644468516068	0.0929914664543967	0.660682219898997	0.148069740289731	0.6291530680168	0.0269277803943479	0.447998459807796	-0.0318133320087203	0.279758720206579	-0.0178171214532574
"hsa-miR-301b"	"hsa-mir-301b"	205	80.6	186	82.6	179	37	175	91	1621	84	1307	175	2.31203892227556e-05	1.75635456168642e-07	0.733645021364305	1.71992414049049e-05	0.0386771104718312	-0.721595522127269	-1.82796875262899	0.0118725086019787	-1.08656040789371	0.637324745970959
"hsa-miR-3115"	"hsa-mir-3115"	0.23	0.27	0.13	0	0	0	0	0	4	1	2	1	0.192204145054901	0.235255224237045	0.698707169483065	0.0418433691478489	0.377414081568708	0.418829843172341	-0.267200559572953	-0.00393607855016336	-0.914419506313612	-0.184949693233754
"hsa-miR-3125"	"hsa-mir-3125"	0.21	0.17	0.04	0.27	0	0	0	0	3	2	2	3	0.440392409740276	0.261254051874188	0.715628054850183	0.17039887176572	0.386939393528608	-0.023774773234017	0.186483601367571	0.000412893300554389	0.371275800588767	0.176627290751563
"hsa-miR-3128"	"hsa-mir-3128"	0.56	0.32	0.76	0.44	1	0	0	0	4	3	4	3	0.440672082630744	0.417024865382225	0.660146471204372	0.455112472241821	0.49384442902362	0.0495713335591431	-0.0172075127397003	0.037363801398264	0.00350800155509754	0.0136102479264554
"hsa-miR-3131"	"hsa-mir-3131"	4.99	1.77	4.67	2.98	6	0	4.5	4	73	20	45	19	0.173339889851484	0.000197970487722714	0.625918321852031	0.138583917649457	0.037226634442809	-0.48238998808339	-1.99421969832847	0.0429378543157617	-0.281156776279701	1.11460321896491
"hsa-miR-3133"	"hsa-mir-3133"	1.66	1.61	1.43	1.37	2	3	1	2	11	14	10	5	0.483850593124538	0.428975313012783	0.691235048551039	0.466318922062276	0.588707232433128	0.0497137783435502	0.0240647858871604	0.026334148607872	-0.00710991087363952	-0.064942088031655
"hsa-miR-3138"	"hsa-mir-3138"	0.32	0.29	0.31	0.4	0	0	0	0	3	1	9	2	0.311050204096575	0.309765180763161	0.596666516691272	0.352020654544539	0.588391333655501	-0.142533420202909	-0.120608397023297	-0.0607791587644074	-0.0902677436641392	0.0308441443981998
"hsa-miR-3139"	"hsa-mir-3139"	0.43	0.34	0.54	0.29	0	0	0	0	3	2	7	2	0.410467432141935	0.271007475897226	0.4602654145494	0.103440187037659	0.531995526443948	-0.0536866634732841	-0.166472170114346	-0.111025107937993	-0.492434743387696	-0.0270874002311344
"hsa-miR-3141"	"hsa-mir-3141"	0.46	0.38	0.32	0.42	0	0	0	0	4	1	4	3	0.0456918183866611	0.0421908063866085	0.642988292872659	0.370732697152492	0.706465757519947	-0.968869218158056	-1.02530033736616	-0.0381779322233307	-0.0659089759934174	0.635388881582056
"hsa-miR-3143"	"hsa-mir-3143"	0.54	0.63	0.75	0.38	0	1	1	0	4	3	4	3	0.310252222467641	0.430669847561607	0.639240791416703	0.131341838876999	0.330829136443104	0.1219174613503	0.00300823135477857	-0.0392588986703728	-0.329699816114132	-0.212001797845985
"hsa-miR-3146"	"hsa-mir-3146"	0.11	0.0900000000000001	0	0.11	0	0	0	0	3	1	1	2	0.397500730960792	0.392064214784388	0.683857248449206	0.400863310357146	0.602412796342202	-0.0445196245333412	-0.00624846371298651	-0.0199356824897466	0.0265278800496491	0.177671107892261
"hsa-miR-3149"	"hsa-mir-3149"	0.15	0.0900000000000001	0.16	0.0600000000000001	0	0	0	0	1	1	3	1	0.377789726307917	0.344950264757581	0.441513171498458	0.211746197531153	0.540250498850136	-0.0627376652483074	-0.00955841616531128	-0.130103831811115	-0.321663818369598	0.0644788510394094
"hsa-miR-3154"	"hsa-mir-3154"	0.19	0.15	0.39	0.75	0	0	0	1	6	1	3	4	0.01604210379137	0.369217513419336	0.595222419470006	0.0673230058950885	0.698448365722864	-1.10084673232938	-0.056222300991738	-0.0593958805221503	0.502230808338889	0.505727152165297
"hsa-miR-3155a"	"hsa-mir-3155a"	0.57	0.32	0.46	0.54	0	0	0	0	4	2	4	2	0.210530844331425	0.103016043098057	0.688250809923205	0.399074379267652	0.689904626476151	-0.273229623430227	-0.53336293178721	-0.0203939721884744	-0.0507285752283473	0.283565122228404
"hsa-miR-3159"	"hsa-mir-3159"	0.82	1.04	0.97	0.72	1	2	1	1	12	7	5	4	0.195112840024213	0.34022073771343	0.736072436919864	0.419143858459105	0.288812908155551	0.267490601737178	0.0866216604353385	-0.00368308508701886	-0.0364333003264826	-0.240844691873575
"hsa-miR-3161"	"hsa-mir-3161"	0.44	0.39	0.58	0.0800000000000001	0	0	0	0	6	3	20	2	0.284302434833629	0.254512893957127	0.43999111779902	0.0177216750058112	0.318346472034805	0.196267732692596	-0.209582619216566	-0.12447914717316	-1.34170047815174	-0.272815125784943
"hsa-miR-3163"	"hsa-mir-3163"	0.25	0.47	0.23	0.4	0	1	0	0	3	7	2	4	0.151155870999796	0.0117366482065829	0.666265628440295	0.274609352676387	0.249535916148561	0.366779783062429	1.20784520282217	-0.0289348453186311	0.174709515374693	-0.334419498559843
"hsa-miR-3166"	"hsa-mir-3166"	0.0600000000000001	0.1	0.0800000000000001	0.0900000000000001	0	0	0	0	1	2	1	1	0.187813809803245	0.0766128730553735	0.672287661494854	0.298963979683078	0.402006672931143	0.378780216312492	0.837926287953036	-0.0160598764746027	0.163357940716513	-0.140275020962944
"hsa-miR-3170"	"hsa-mir-3170"	0.12	0.0900000000000001	0.04	0.03	0	0	0	0	2	0	2	1	0.267456475960047	0.0933806428042628	0.670475641638911	0.173450613767603	0.564140991184793	-0.174013149993396	-0.778169442441699	-0.0324681713827314	-0.412386347016453	0.193070241908347
"hsa-miR-3174"	"hsa-mir-3174"	2.68	1.54	2.25	1.24	3	1	2	1	9	6	9	5	0.473468557057537	0.0224470821882932	0.740871182793983	0.0527141931035603	0.434385559235287	-0.0178801293143665	-0.698982326013707	0.00585326085583964	-0.4413099313139	0.0733958201932646
"hsa-miR-3176"	"hsa-mir-3176"	23.9	13	24.7	8.96	24	6	26.5	9	81	29	101	28	0.0600903821725042	1.5549484223992e-06	0.355651081308423	2.94677670669769e-06	0.709994841154436	-0.31888991705153	-1.15176796834425	-0.116844320545701	-1.07024841286371	0.0682924539294401
"hsa-miR-3181"	"hsa-mir-3181"	0.16	0.05	0.0800000000000001	0.11	0	0	0	0	2	0	1	2	0.0809159286855043	0.110880461772761	0.693731606045153	0.307321213186315	0.67700564884664	-0.878109215792554	-0.695739487784006	-0.0059309751464345	0.16314122755488	0.721123561060712
"hsa-miR-3188"	"hsa-mir-3188"	0.91	0.51	1.16	0.61	0	0	0	1	13	3	23	3	0.401869325892813	0.14908524335323	0.632747884430486	0.101727099363369	0.642779634397805	-0.0674899354081487	-0.460597365544932	-0.0368927644274639	-0.498011476637996	0.068630214410463
"hsa-miR-3193"	"hsa-mir-3193"	0.0900000000000001	0.04	0.0800000000000001	0.13	0	0	0	0	2	1	1	2	0.29934351591464	0.350938226182661	0.687818023189871	0.214248176412901	0.294023521490735	-0.178343059415423	-0.0769845710718252	0.0156640044694251	0.32274841710281	0.382933154864227
"hsa-miR-3195"	"hsa-mir-3195"	0.83	0.45	0.52	0.64	0	0	0	0	14	4	4	3	0.459718595418186	0.103427374953121	0.439227077486812	0.451425201347978	0.219554643662507	0.0175649965645055	-0.585049549385005	0.14495160296413	0.0134301106093991	0.435345756350828
"hsa-miR-3196"	"hsa-mir-3196"	2.76	1.84	1.49	1.83	2	1	2	1	194	7	37	57	0.0449956122310865	0.00664312260727506	0.469648593290582	0.298595901285921	0.0037384793284252	-1.03705677881135	-1.78543659261713	0.121997618665559	0.131041756719107	1.90193812470053
"hsa-miR-320a"	"hsa-mir-320a"	2349	2119	2199	2989	2388	1992	2162.5	3070	7201	3333	5211	5665	0.000485678743257481	0.266740267254211	0.699885159285319	0.019583786421987	0.00150016857211871	-0.409492754842538	-0.0781321113383169	0.0211818345243845	0.256618704030031	0.519699113351221
"hsa-miR-320e"	"hsa-mir-320e"	0.25	0.27	0.19	0.28	0	0	0	0	2	5	2	2	0.356038227931504	0.39938963149717	0.687962361426982	0.428371761641627	0.527388090937483	0.118187294719461	0.0522577896838855	0.0174854252863105	0.0258410457365479	-0.0786029277070694
"hsa-miR-326"	"hsa-mir-326"	39.4	45.1	34.2	57.1	42	66	33.5	65	112	230	83	96	0.170827367091837	0.00267800454003179	0.493995478335853	1.73815689190294e-06	0.604353832622243	0.143666716617262	0.564413880686211	0.0654027539867249	0.585482764986134	-0.00401122318586695
"hsa-miR-346"	"hsa-mir-346"	0.44	0.79	0.55	0.75	0	0	1	1	6	11	6	5	0.445665429229628	0.241350875185266	0.401142955625111	0.44342243762594	0.376250103832332	0.0427332869413213	0.248285267447564	-0.141208304359445	-0.0164753286827482	-0.173058456253759
"hsa-miR-3609"	"hsa-mir-3609"	12.5	8.95	11.8	5.09	12	7	9.5	4	102	16	154	42	0.488736404883148	0.00165991945851684	0.614444397275341	0.00378336142580899	0.59729308199613	-0.00712034853935254	-0.719847918806977	-0.0572224696022106	-0.914787980900356	-0.0265524252763697
"hsa-miR-3610"	"hsa-mir-3610"	0.11	0.12	0.0800000000000001	0.33	0	0	0	0	2	1	2	2	0.181375895684525	0.390287895763674	0.708656417782729	0.125114016326144	0.661526663618	-0.353907498317052	-0.0237090963940237	-0.00746154681634097	0.470317899304363	0.289477775076119
"hsa-miR-3611"	"hsa-mir-3611"	1.15	1.82	1.51	2.45	2	4	1	3	4	14	5	6	0.496656145904968	0.00600257183196073	0.734254269178391	0.0115527217021882	0.234090475432521	0.0425469487068191	1.00588950599178	-0.0094245506211156	0.508611482222046	-0.247399626772325
"hsa-miR-3615"	"hsa-mir-3615"	76.2	84.1	64.9	75.6	77	76	85.5	78	217	150	273	188	0.497165874839441	0.391473246492738	0.733543196776179	0.314094428683351	0.661848686632011	-0.0100231598677462	-0.0377462850041413	-0.0128471789281959	-0.0728286680663103	-0.0087110484973568
"hsa-miR-3646"	"hsa-mir-3646"	0.12	0.0700000000000001	0.18	0.17	0	0	0	0	2	1	1	2	0.123224330785954	0.349283842228596	0.515604613514307	0.290462247738829	0.674595818146244	-0.59987636179381	-0.0344644588013063	-0.0801339578210108	0.179320806035901	0.514584134706722
"hsa-miR-3648"	"hsa-mir-3648"	1.84	3.03	2.48	1.12	2	1	3	1	10	28	365	15	0.154688395071624	0.369530184876328	0.124268161114364	6.12632441696098e-05	0.0269206619882114	0.353419895403128	0.0657896440869502	-0.448963901032901	-1.52192695638361	-1.12023173922709
"hsa-miR-3651"	"hsa-mir-3651"	8.12	4.77	3.85	2.62	9	1	7.5	2	67	7	48	14	0.237145330764539	6.36623135159189e-07	0.659788061308318	0.0036238296465342	0.713758288375572	-0.178046842549761	-1.87864976257522	-0.00337159141780568	-1.11692589957815	0.301818506559939
"hsa-miR-3652"	"hsa-mir-3652"	0.16	0.26	0.42	0.19	0	0	0	0	2	0	3	2	0.0547731217188343	0.0773611592558538	0.198758462984652	0.206284779750817	0.643129063407163	-1.12808098728487	-0.867994143645111	-0.322160188038369	-0.233114002721067	0.400223102778619
"hsa-miR-3653"	"hsa-mir-3653"	1.24	1.33	0.71	1.38	1	2	1	1	7	7	17	8	0.455711961678535	0.437414695118975	0.732419380246402	0.437729171468844	0.540826276061056	0.0355387303414762	-0.000570584800855634	-0.00231874565408472	-0.0262014928981787	-0.0499336183914205
"hsa-miR-3654"	"hsa-mir-3654"	0.21	0.05	0.0800000000000001	0	0	0	0	0	10	0	1	0	0.352836488219786	0.0610336555531651	0.695775395700727	0.103011509906367	0.385730416158245	0.0144955645367099	-1.06657669556853	0.0180836220830093	-0.638132258014099	0.171303520206649
"hsa-miR-3656"	"hsa-mir-3656"	11.2	10.8	8.3	24.1	12	6	10	19	206	122	511	176	0.0215414385766114	0.289611464011026	0.73323743362993	0.0232918194020561	0.0450600376972892	-0.665674650268623	-0.172992901812884	0.00927469927898975	0.552615697931163	0.83195338470941
"hsa-miR-3660"	"hsa-mir-3660"	0.46	0.1	0.42	0.0600000000000001	0	0	0	0	23	1	5	1	0.380112801600905	0.0216623738939507	0.528705105207326	0.0620346256264963	0.324993055296846	-0.0623635645340699	-1.64093525725147	0.0802421805505711	-0.786254033955844	0.326441181913111
"hsa-miR-3661"	"hsa-mir-3661"	1.27	0.63	2.05	0.64	1	0	1.5	1	10	3	14	3	0.443731853806756	0.0697049902078857	0.678985188327077	0.0144752182408518	0.609031235361848	-0.0405461830955565	-0.597204147475688	-0.0277067828343821	-0.806611174067643	-0.00622603845130061
"hsa-miR-3662"	"hsa-mir-3662"	0.17	0.11	0.11	0.15	0	0	0	0	2	3	2	1	0.293548050721065	0.397930408205599	0.7159716684657	0.320407069941322	0.425808141722918	0.202061735835571	-0.00870947457729556	-0.00426029820791773	-0.140507551135668	-0.105901336128991
"hsa-miR-3684"	"hsa-mir-3684"	1.27	0.83	1.22	0.8	2	0	1	1	7	2	8	4	0.367253791296407	0.00235484470138171	0.742361802789469	0.094962703076023	0.392941319864712	-0.0878614445650882	-1.10705502966744	0.00482370939652446	-0.385283047484807	0.145685546633278
"hsa-miR-3687"	"hsa-mir-3687"	10.6	11.2	12.9	3.96	11	5	13.5	3	85	207	669	64	0.213419593799754	0.430105105030578	0.151034439168589	2.19984925710966e-05	0.0582474837639758	0.206153287655672	0.0213375210258693	-0.34505424519307	-1.81934162141001	-0.74286612947182
"hsa-miR-375"	"hsa-mir-375"	12999	11999	15499	64099	12843	6910	16055.5	69944	313866	144044	228885	178493	7.19822912514289e-05	0.111292468632973	0.729422987141951	0.000141697850321319	0.75130140429936	-2.1417100563924	-0.467329840159185	-0.0173999177124885	0.975888572641478	1.93473545081446
"hsa-miR-378b"	"hsa-mir-378b"	6.06	13.6	3.98	30.1	6	14	5	17	82	110	52	234	0.145606450043671	0.162819081657933	0.709500575860125	4.78782081046182e-06	0.742534739619727	-0.339873125439709	0.308451123721638	-0.0195176486029469	1.41286618518896	0.781845360951672
"hsa-miR-378c"	"hsa-mir-378c"	729	1049	665	2889	721	1548	829.5	2909	2135	3668	1870	5655	0.00502833189554835	0.00333910536957439	0.755886508330619	9.42991179035403e-08	0.00227079543524282	-0.576855255203715	0.601765089220271	0.00194819913917613	1.32638544791814	0.661812451248198
"hsa-miR-378e"	"hsa-mir-378e"	2.11	4.09	2.67	4.73	2	15	2	4	9	46	9	20	0.0106398305477656	2.28384224033748e-07	0.69975480604411	0.00117992091904428	0.0143499845985663	1.01441313754357	1.88932506402088	-0.0210349260076183	0.822874208536867	-0.930558192480403
"hsa-miR-378f"	"hsa-mir-378f"	32.9	58.3	24	146	31	113	34	126	140	254	125	408	0.184852941021422	0.00101671986675437	0.745812653234157	1.39250288817529e-07	0.0470755127142645	-0.176778613103427	0.789795340730895	0.00778510207588272	1.37280881568834	0.443723945403943
"hsa-miR-378g"	"hsa-mir-378g"	38.1	47.5	31.6	113	34	64	34	126	199	107	187	211	0.000336884402976104	0.450740020825221	0.753364899252954	0.000260907948636202	0.0139505491820632	-0.722904337585757	-0.00430673014006611	0.00038312806837064	0.76720522146983	0.692355033631078
"hsa-miR-378h"	"hsa-mir-378h"	0.85	1.55	1.1	4.04	1	6	1	5	7	13	5	10	0.448137171144714	0.000822371792744178	0.730978746857482	9.53163196997847e-07	0.644518695354146	-0.00449655145255605	1.24391498200016	-0.00584606997886232	1.35937918725294	0.0011801816355879
"hsa-miR-378i"	"hsa-mir-378i"	112	192	123	525	119	496	113	474	426	1151	337	1551	0.431059795742946	2.58500757548659e-07	0.755988436244753	1.31081285720267e-07	0.711609194841816	-0.0397502271222539	1.18116992969664	-4.93652780227761e-05	1.4880829687678	0.0374482219468131
"hsa-miR-378j"	"hsa-mir-378j"	0.15	0.24	0.28	0.5	0	0	0	1	2	2	3	4	0.424119700673037	0.0848535618825813	0.632302162996504	0.0355909070675084	0.593346194706747	-0.0515666543799309	0.594608157262196	-0.0401799147395083	0.714713956484907	0.0259562964134009
"hsa-miR-3909"	"hsa-mir-3909"	28.2	30.3	25.8	24.3	28	35	28	25	72	81	67	43	0.0133918007785371	0.310486614493291	0.737480943943116	0.360477448565909	0.184619574426875	0.385860564311814	0.0587674090738492	-0.0113156004154014	-0.0435040321867889	-0.207194586519577
"hsa-miR-3911"	"hsa-mir-3911"	0.19	0.0800000000000001	0.04	0	0	0	0	0	2	1	4	0	0.254578960924337	0.135829136254894	0.709740939363217	0.200360152695321	0.456072807815822	0.264094313950496	-0.558328440461754	0.00340513151862775	-0.418452928642866	-0.108618742570288
"hsa-miR-3916"	"hsa-mir-3916"	0.73	0.37	0.42	0.56	1	0	0	0	4	2	3	4	0.0873767606194197	0.0150923721791306	0.69564018845954	0.456684584783596	0.0963501522441468	-0.662860272282845	-1.14624800707995	0.0224506728911594	-0.0027831718763059	0.789547689244739
"hsa-miR-3917"	"hsa-mir-3917"	0.29	0.24	0.32	0.45	0	0	0	0	4	0	4	2	0.00273979667384924	0.0338893887528459	0.517616741945376	0.426433368299077	0.698728924234263	-1.85781890179	-1.23201947623659	-0.0931891229512727	0.0249834580430357	0.916960258145357
"hsa-miR-3918"	"hsa-mir-3918"	0.32	0.27	0.62	0.13	0	0	0	0	3	3	4	1	0.326087097958504	0.288493755628134	0.560226737958657	0.0193461383806225	0.312616665257991	0.154488637416194	-0.143043010713867	-0.0682565454009389	-0.982766507796441	-0.272463040785927
"hsa-miR-3921"	"hsa-mir-3921"	0.11	0.14	0.26	0.0600000000000001	0	0	0	0	1	1	4	1	0.373418208661678	0.356497962728168	0.222861825062415	0.0431902033615924	0.405231965754061	-0.0631339745722309	0.0021325357941145	-0.295193792188602	-0.819972470533739	-0.127061640421815
"hsa-miR-3929"	"hsa-mir-3929"	0.24	0.02	0.18	0	0	0	0	0	4	0	7	0	0.353194185619422	0.024350648238338	0.691514830489847	0.199936903971452	0.499426410518248	0.0144955645367099	-1.38185279180697	-0.00525571999725069	-0.432442791968269	0.0575737236579233
"hsa-miR-3937"	"hsa-mir-3937"	1.72	0.92	4.03	0.17	1	0	1	0	179	1	183	1	0.387630993354913	0.00302473761719366	0.490577626418131	0.0172794644120739	0.489470875640417	-0.0605554191318285	-3.15619793327014	-0.0703725488981426	-2.68373452950324	-0.0157839522617211
"hsa-miR-3938"	"hsa-mir-3938"	0.23	0.0700000000000001	0.41	0.0900000000000001	0	0	0	0	6	1	13	1	0.404350037651271	0.222923552014836	0.602300057098863	0.123363674158788	0.508236705449836	-0.0192180953160672	-0.321733918021807	-0.0572133106157334	-0.593873052880837	0.00193047794617884
"hsa-miR-3939"	"hsa-mir-3939"	0.72	0.65	1.03	0.45	1	0	1	0	4	3	7	4	0.321762745040592	0.426710960105304	0.312798482068709	0.0237994288922662	0.305349445933209	0.111865709916292	-0.00245912698486427	-0.19060161724647	-0.769766855156079	-0.241621156642865
"hsa-miR-3943"	"hsa-mir-3943"	0.27	0.56	1.28	0.0600000000000001	0	0	1	0	6	1	13	1	0.280889014900316	0.281731581623326	0.131019497536714	3.8624569716937e-06	0.171757943868339	0.221534677922855	-0.167474492235925	-0.560437067540412	-2.36772852765176	-0.732748481958803
"hsa-miR-3960"	"hsa-mir-3960"	58.8	42.5	36.2	45.4	66	17	54.5	31	1470	172	2966	1207	0.0183343461989958	9.62398534576883e-05	0.749479646499246	0.247540190095148	0.00990740027964752	-0.78208623757827	-1.80743958653577	0.00661251183052756	-0.151369295867595	1.29191537033088
"hsa-miR-421"	"hsa-mir-421"	625	350	490	305	571	231	499	303	1894	369	1368	420	0.0522327629491647	2.1867832912843e-08	0.606657213013667	2.49198799066124e-05	0.0433869509279177	-0.172494939205582	-1.09979794191642	0.0430462278929306	-0.594499094474912	0.406301802095334
"hsa-miR-422a"	"hsa-mir-422a"	2.69	4.65	3.42	15.5	3	8	4	18	11	14	17	40	6.42757459340819e-05	0.0245700629071019	0.708897971467297	1.46968666182145e-07	0.741552793840188	-0.866482908669858	0.574644726726199	-0.0194204524463924	1.43853671942494	0.716554961881926
"hsa-miR-4284"	"hsa-mir-4284"	0.63	1.27	0.86	0.48	0	1	1	0	11	28	78	39	0.42177743807269	0.160723102897483	0.0615586899540597	0.303708406444775	0.1736254654946	0.0442346585207737	0.382105118342891	-0.413741403103422	-0.148042028483172	-0.575779886832931
"hsa-miR-4286"	"hsa-mir-4286"	54.6	57.1	48.1	50	58	61	56.5	52	170	106	140	118	0.493591613938511	0.456901117251008	0.741367972583583	0.476932832213452	0.604498572977436	0.0117962043343139	0.00390109653082413	-0.00894200830542283	-0.00869287245025896	-0.0283434138721202
"hsa-miR-429"	"hsa-mir-429"	4029	1459	3779	5559	3852	431	3989	5243	20435	11304	7661	10749	7.23332385138202e-06	9.38949533546161e-07	0.694417006505537	0.0208007133665934	2.88089725377623e-07	-2.52778481559524	-1.69787371689627	0.0240978721459313	0.307547161741812	2.02256783568312
"hsa-miR-4301"	"hsa-mir-4301"	0.58	0.43	0.59	0.39	0	0	1	0	10	2	4	3	0.223963934386114	0.0364773894836753	0.703600861067896	0.134946781200435	0.30624519908586	-0.25278448126846	-1.10581012677817	0.0207908030936509	-0.343102732903729	0.304928326437686
